season_end_year,game_id,game_date,team_abbrev,opp_abbrev,is_home,team_pts,team_reb,team_ast,team_tpm,ingested_at
2026,401810602,2026-02-07,WSH,BKN,0,113,30,18,11,2026-02-26T09:12:42Z
2026,401810601,2026-02-06,SAC,LAC,1,111,42,22,10,2026-02-26T09:12:42Z
2026,401810601,2026-02-06,LAC,SAC,0,114,40,22,9,2026-02-26T09:12:42Z
2026,401810600,2026-02-06,POR,MEM,1,135,46,31,17,2026-02-26T09:12:42Z
2026,401810600,2026-02-06,MEM,POR,0,115,37,28,15,2026-02-26T09:12:42Z
2026,401810603,2026-02-07,HOU,OKC,0,112,41,25,15,2026-02-26T09:12:43Z
2026,401810603,2026-02-07,OKC,HOU,1,106,42,25,14,2026-02-26T09:12:43Z
2026,401810604,2026-02-07,DAL,SA,0,125,41,35,15,2026-02-26T09:12:43Z
2026,401810604,2026-02-07,SA,DAL,1,138,52,34,14,2026-02-26T09:12:43Z
2026,401810605,2026-02-07,UTAH,ORL,0,117,54,30,10,2026-02-26T09:12:44Z
2026,401810605,2026-02-07,ORL,UTAH,1,120,38,26,13,2026-02-26T09:12:44Z
2026,401810606,2026-02-07,CHA,ATL,0,126,49,31,18,2026-02-26T09:12:44Z
2026,401810606,2026-02-07,ATL,CHA,1,119,30,30,18,2026-02-26T09:12:44Z
2026,401810607,2026-02-07,DEN,CHI,0,136,41,37,16,2026-02-26T09:12:44Z
2026,401810607,2026-02-07,CHI,DEN,1,120,37,25,20,2026-02-26T09:12:44Z
2026,401810609,2026-02-07,PHX,PHI,1,103,40,22,11,2026-02-26T09:12:45Z
2026,401810609,2026-02-07,PHI,PHX,0,109,50,18,11,2026-02-26T09:12:45Z
2026,401810608,2026-02-07,GS,LAL,0,99,37,25,14,2026-02-26T09:12:45Z
2026,401810608,2026-02-07,LAL,GS,1,105,41,29,11,2026-02-26T09:12:45Z
2026,401810610,2026-02-07,MEM,POR,0,115,36,19,16,2026-02-26T09:12:46Z
2026,401810610,2026-02-07,POR,MEM,1,122,48,30,21,2026-02-26T09:12:46Z
2026,401810611,2026-02-07,CLE,SAC,0,132,38,30,11,2026-02-26T09:12:46Z
2026,401810611,2026-02-07,SAC,CLE,1,126,42,30,16,2026-02-26T09:12:46Z
2026,401810612,2026-02-08,NY,BOS,0,111,46,23,14,2026-02-26T09:12:47Z
2026,401810612,2026-02-08,BOS,NY,1,89,44,22,7,2026-02-26T09:12:47Z
2026,401810613,2026-02-08,MIA,WSH,0,132,60,34,21,2026-02-26T09:12:47Z
2026,401810613,2026-02-08,WSH,MIA,1,101,42,23,12,2026-02-26T09:12:47Z
2026,401810616,2026-02-09,DET,CHA,0,110,41,20,5,2026-02-26T09:12:48Z
2026,401810616,2026-02-09,CHA,DET,1,104,39,22,19,2026-02-26T09:12:48Z
2026,401810615,2026-02-08,LAC,MIN,0,115,37,25,14,2026-02-26T09:12:48Z
2026,401810614,2026-02-08,IND,TOR,0,104,40,26,12,2026-02-26T09:12:48Z
2026,401810614,2026-02-08,TOR,IND,1,122,54,29,11,2026-02-26T09:12:48Z
2026,401810615,2026-02-08,MIN,LAC,1,96,41,17,8,2026-02-26T09:12:48Z
2026,401810617,2026-02-09,CHI,BKN,0,115,39,20,10,2026-02-26T09:12:49Z
2026,401810617,2026-02-09,BKN,CHI,1,123,47,28,12,2026-02-26T09:12:49Z
2026,401810618,2026-02-09,UTAH,MIA,0,115,58,29,10,2026-02-26T09:12:49Z
2026,401810618,2026-02-09,MIA,UTAH,1,111,43,24,15,2026-02-26T09:12:49Z
2026,401810619,2026-02-09,MIL,ORL,0,99,37,17,12,2026-02-26T09:12:50Z
2026,401810619,2026-02-09,ORL,MIL,1,118,44,27,14,2026-02-26T09:12:50Z
2026,401810620,2026-02-09,ATL,MIN,0,116,47,20,14,2026-02-26T09:12:50Z
2026,401810620,2026-02-09,MIN,ATL,1,138,41,36,16,2026-02-26T09:12:50Z
2026,401810622,2026-02-09,DEN,CLE,1,117,46,25,13,2026-02-26T09:12:51Z
2026,401810622,2026-02-09,CLE,DEN,0,119,39,25,15,2026-02-26T09:12:51Z
2026,401810621,2026-02-09,NO,SAC,1,120,39,30,16,2026-02-26T09:12:51Z
2026,401810621,2026-02-09,SAC,NO,0,94,50,19,4,2026-02-26T09:12:51Z
2026,401810623,2026-02-09,MEM,GS,0,113,37,26,10,2026-02-26T09:12:52Z
2026,401810623,2026-02-09,GS,MEM,1,114,40,31,11,2026-02-26T09:12:52Z
2026,401810624,2026-02-09,OKC,LAL,0,119,45,23,14,2026-02-26T09:12:52Z
2026,401810624,2026-02-09,LAL,OKC,1,110,37,25,10,2026-02-26T09:12:52Z
2026,401810626,2026-02-10,NY,IND,1,134,46,33,14,2026-02-26T09:12:53Z
2026,401810625,2026-02-09,PHI,POR,0,118,33,23,11,2026-02-26T09:12:53Z
2026,401810625,2026-02-09,POR,PHI,1,135,51,36,22,2026-02-26T09:12:53Z
2026,401810626,2026-02-10,IND,NY,0,137,43,30,18,2026-02-26T09:12:53Z
2026,401810627,2026-02-10,HOU,LAC,1,102,44,19,14,2026-02-26T09:12:54Z
2026,401810628,2026-02-10,DAL,PHX,0,111,42,18,5,2026-02-26T09:12:54Z
2026,401810627,2026-02-10,LAC,HOU,0,95,45,24,8,2026-02-26T09:12:54Z
2026,401810628,2026-02-10,PHX,DAL,1,120,49,32,16,2026-02-26T09:12:54Z
2026,401810631,2026-02-11,WSH,CLE,0,113,40,26,14,2026-02-26T09:12:55Z
2026,401810630,2026-02-11,CHA,ATL,1,110,50,21,19,2026-02-26T09:12:55Z
2026,401810631,2026-02-11,CLE,WSH,1,138,51,30,16,2026-02-26T09:12:55Z
2026,401810629,2026-02-10,LAL,SA,1,108,34,23,11,2026-02-26T09:12:55Z
2026,401810630,2026-02-11,ATL,CHA,0,107,41,28,10,2026-02-26T09:12:55Z
2026,401810629,2026-02-10,SA,LAL,0,136,45,34,13,2026-02-26T09:12:55Z
2026,401810632,2026-02-11,MIL,ORL,0,116,47,22,14,2026-02-26T09:12:56Z
2026,401810632,2026-02-11,ORL,MIL,1,108,30,31,20,2026-02-26T09:12:56Z
2026,401810633,2026-02-11,CHI,BOS,0,105,34,25,12,2026-02-26T09:12:56Z
2026,401810633,2026-02-11,BOS,CHI,1,124,48,29,18,2026-02-26T09:12:56Z
2026,401810634,2026-02-11,IND,BKN,0,115,42,29,15,2026-02-26T09:12:57Z
2026,401810634,2026-02-11,BKN,IND,1,110,47,25,14,2026-02-26T09:12:57Z
2026,401810635,2026-02-11,NY,PHI,0,138,51,41,20,2026-02-26T09:12:57Z
2026,401810635,2026-02-11,PHI,NY,1,89,38,16,6,2026-02-26T09:12:57Z
2026,401810637,2026-02-11,LAC,HOU,0,105,32,21,11,2026-02-26T09:12:58Z
2026,401810637,2026-02-11,HOU,LAC,1,102,45,25,12,2026-02-26T09:12:58Z
2026,401810636,2026-02-11,DET,TOR,0,113,47,24,14,2026-02-26T09:12:58Z
2026,401810636,2026-02-11,TOR,DET,1,95,35,22,10,2026-02-26T09:12:58Z
2026,401810638,2026-02-11,POR,MIN,0,109,50,23,16,2026-02-26T09:12:59Z
2026,401810638,2026-02-11,MIN,POR,1,133,43,26,14,2026-02-26T09:12:59Z
2026,401810639,2026-02-11,MIA,NO,0,123,56,25,14,2026-02-26T09:12:59Z
2026,401810639,2026-02-11,NO,MIA,1,111,46,27,11,2026-02-26T09:12:59Z
2026,401810640,2026-02-11,OKC,PHX,0,136,37,28,15,2026-02-26T09:12:59Z
2026,401810640,2026-02-11,PHX,OKC,1,109,43,26,15,2026-02-26T09:12:59Z
2026,401810641,2026-02-11,SAC,UTAH,0,93,42,24,7,2026-02-26T09:13:00Z
2026,401810641,2026-02-11,UTAH,SAC,1,121,52,34,15,2026-02-26T09:13:00Z
2026,401810642,2026-02-11,MEM,DEN,0,116,29,28,15,2026-02-26T09:13:00Z
2026,401810642,2026-02-11,DEN,MEM,1,122,46,29,10,2026-02-26T09:13:00Z
2026,401810645,2026-02-12,POR,UTAH,0,135,52,26,18,2026-02-26T09:13:01Z
2026,401810645,2026-02-12,UTAH,POR,1,119,38,28,14,2026-02-26T09:13:01Z
2026,401810644,2026-02-12,MIL,OKC,0,110,49,25,17,2026-02-26T09:13:01Z
2026,401810643,2026-02-11,GS,SA,1,113,40,37,16,2026-02-26T09:13:01Z
2026,401810643,2026-02-11,SA,GS,0,126,44,35,10,2026-02-26T09:13:01Z
2026,401810644,2026-02-12,OKC,MIL,1,93,47,22,15,2026-02-26T09:13:01Z
2026,401810646,2026-02-12,DAL,LAL,0,104,28,22,7,2026-02-26T09:13:02Z
2026,401810646,2026-02-12,LAL,DAL,1,124,44,35,10,2026-02-26T09:13:02Z
2026,401810647,2026-02-19,HOU,CHA,0,105,39,19,9,2026-02-26T09:13:02Z
2026,401810647,2026-02-19,CHA,HOU,1,101,46,25,14,2026-02-26T09:13:02Z
2026,401810650,2026-02-19,IND,WSH,0,105,50,22,15,2026-02-26T09:13:03Z
2026,401810650,2026-02-19,WSH,IND,1,112,46,30,11,2026-02-26T09:13:03Z
2026,401810649,2026-02-19,PHI,ATL,1,107,46,17,11,2026-02-26T09:13:03Z
2026,401810648,2026-02-19,CLE,BKN,1,112,56,27,12,2026-02-26T09:13:03Z
2026,401810648,2026-02-19,BKN,CLE,0,84,36,25,14,2026-02-26T09:13:03Z
2026,401810649,2026-02-19,ATL,PHI,0,117,51,24,10,2026-02-26T09:13:03Z
2026,401810653,2026-02-19,SA,PHX,1,121,50,30,13,2026-02-26T09:13:04Z
2026,401810651,2026-02-19,DET,NY,0,126,44,30,13,2026-02-26T09:13:04Z
2026,401810651,2026-02-19,NY,DET,1,111,38,24,8,2026-02-26T09:13:04Z
2026,401810652,2026-02-19,TOR,CHI,0,110,46,23,7,2026-02-26T09:13:04Z
2026,401810652,2026-02-19,CHI,TOR,1,101,46,22,12,2026-02-26T09:13:04Z
2026,401810653,2026-02-19,PHX,SA,0,94,46,22,12,2026-02-26T09:13:04Z
2026,401810654,2026-02-19,GS,BOS,1,110,40,30,20,2026-02-26T09:13:05Z
2026,401810655,2026-02-19,ORL,SAC,0,131,41,28,27,2026-02-26T09:13:05Z
2026,401810654,2026-02-19,BOS,GS,0,121,54,36,17,2026-02-26T09:13:05Z
2026,401810655,2026-02-19,SAC,ORL,1,94,48,22,8,2026-02-26T09:13:05Z
2026,401810658,2026-02-20,WSH,IND,1,131,48,36,6,2026-02-26T09:13:06Z
2026,401810657,2026-02-20,CHA,CLE,1,113,45,26,20,2026-02-26T09:13:06Z
2026,401810658,2026-02-20,IND,WSH,0,118,40,32,18,2026-02-26T09:13:06Z
2026,401810656,2026-02-19,LAC,DEN,1,115,45,27,8,2026-02-26T09:13:06Z
2026,401810657,2026-02-20,CLE,CHA,0,118,39,24,10,2026-02-26T09:13:06Z
2026,401810656,2026-02-19,DEN,LAC,0,114,45,29,13,2026-02-26T09:13:06Z
2026,401810659,2026-02-20,UTAH,MEM,0,114,49,28,13,2026-02-26T09:13:07Z
2026,401810659,2026-02-20,MEM,UTAH,1,123,45,29,12,2026-02-26T09:13:07Z
2026,401810660,2026-02-20,MIA,ATL,0,128,58,31,13,2026-02-26T09:13:07Z
2026,401810660,2026-02-20,ATL,MIA,1,97,46,26,16,2026-02-26T09:13:07Z
2026,401810663,2026-02-20,BKN,OKC,0,86,40,19,7,2026-02-26T09:13:08Z
2026,401810662,2026-02-20,NO,MIL,1,118,37,22,4,2026-02-26T09:13:08Z
2026,401810663,2026-02-20,OKC,BKN,1,105,47,22,13,2026-02-26T09:13:08Z
2026,401810661,2026-02-20,MIN,DAL,1,122,54,28,16,2026-02-26T09:13:08Z
2026,401810661,2026-02-20,DAL,MIN,0,111,45,21,8,2026-02-26T09:13:08Z
2026,401810662,2026-02-20,MIL,NO,0,139,37,28,15,2026-02-26T09:13:08Z
2026,401810664,2026-02-20,LAC,LAL,0,122,42,25,8,2026-02-26T09:13:09Z
2026,401810664,2026-02-20,LAL,LAC,1,125,32,31,17,2026-02-26T09:13:09Z
2026,401810665,2026-02-20,DEN,POR,0,157,60,41,21,2026-02-26T09:13:09Z
2026,401810665,2026-02-20,POR,DEN,1,103,36,25,15,2026-02-26T09:13:09Z
2026,401810666,2026-02-21,ORL,PHX,0,110,53,24,10,2026-02-26T09:13:09Z
2026,401810666,2026-02-21,PHX,ORL,1,113,65,20,16,2026-02-26T09:13:09Z
2026,401810667,2026-02-21,PHI,NO,0,111,47,19,12,2026-02-26T09:13:10Z
2026,401810667,2026-02-21,NO,PHI,1,126,49,25,17,2026-02-26T09:13:10Z
2026,401810668,2026-02-21,MEM,MIA,0,120,35,31,15,2026-02-26T09:13:10Z
2026,401810668,2026-02-21,MIA,MEM,1,136,57,36,13,2026-02-26T09:13:10Z
2026,401810671,2026-02-21,HOU,NY,0,106,44,24,12,2026-02-26T09:13:11Z
2026,401810670,2026-02-21,SA,SAC,1,139,48,32,13,2026-02-26T09:13:11Z
2026,401810671,2026-02-21,NY,HOU,1,108,29,26,10,2026-02-26T09:13:11Z
2026,401810669,2026-02-21,CHI,DET,1,110,44,29,17,2026-02-26T09:13:11Z
2026,401810669,2026-02-21,DET,CHI,0,126,50,34,13,2026-02-26T09:13:11Z
2026,401810670,2026-02-21,SAC,SA,0,122,35,33,9,2026-02-26T09:13:11Z
2026,401810674,2026-02-22,TOR,MIL,0,122,45,34,16,2026-02-26T09:13:12Z
2026,401810673,2026-02-22,ATL,BKN,1,115,52,28,13,2026-02-26T09:13:12Z
2026,401810674,2026-02-22,MIL,TOR,1,94,46,18,9,2026-02-26T09:13:12Z
2026,401810672,2026-02-22,OKC,CLE,1,121,44,32,21,2026-02-26T09:13:12Z
2026,401810672,2026-02-22,CLE,OKC,0,113,44,28,13,2026-02-26T09:13:12Z
2026,401810673,2026-02-22,BKN,ATL,0,104,34,29,12,2026-02-26T09:13:12Z
2026,401810675,2026-02-22,DEN,GS,0,117,44,25,8,2026-02-26T09:13:13Z
2026,401810675,2026-02-22,GS,DEN,1,128,44,42,21,2026-02-26T09:13:13Z
2026,401810676,2026-02-22,DAL,IND,0,134,45,29,11,2026-02-26T09:13:13Z
2026,401810676,2026-02-22,IND,DAL,1,130,39,37,20,2026-02-26T09:13:13Z
2026,401810677,2026-02-22,CHA,WSH,0,129,53,27,25,2026-02-26T09:13:13Z
2026,401810677,2026-02-22,WSH,CHA,1,112,37,24,18,2026-02-26T09:13:13Z
2026,401810679,2026-02-22,MIN,PHI,1,108,39,22,10,2026-02-26T09:13:14Z
2026,401810679,2026-02-22,PHI,MIN,0,135,39,31,21,2026-02-26T09:13:14Z
2026,401810678,2026-02-22,BOS,LAL,0,111,50,29,14,2026-02-26T09:13:14Z
2026,401810678,2026-02-22,LAL,BOS,1,89,39,18,9,2026-02-26T09:13:14Z
2026,401810680,2026-02-22,NY,CHI,0,105,50,27,15,2026-02-26T09:13:15Z
2026,401810680,2026-02-22,CHI,NY,1,99,50,24,16,2026-02-26T09:13:15Z
2026,401810681,2026-02-22,POR,PHX,0,92,47,23,10,2026-02-26T09:13:15Z
2026,401810681,2026-02-22,PHX,POR,1,77,41,16,9,2026-02-26T09:13:15Z
2026,401810682,2026-02-22,ORL,LAC,0,111,43,25,8,2026-02-26T09:13:15Z
2026,401810682,2026-02-22,LAC,ORL,1,109,43,18,5,2026-02-26T09:13:15Z
2026,401810683,2026-02-23,SA,DET,0,114,50,32,18,2026-02-26T09:13:16Z
2026,401810683,2026-02-23,DET,SA,1,103,55,21,7,2026-02-26T09:13:16Z
2026,401810684,2026-02-23,SAC,MEM,0,123,45,30,10,2026-02-26T09:13:16Z
2026,401810684,2026-02-23,MEM,SAC,1,114,37,33,12,2026-02-26T09:13:16Z
2026,401810687,2026-02-24,WSH,ATL,0,98,41,23,10,2026-02-26T09:13:17Z
2026,401810687,2026-02-24,ATL,WSH,1,119,61,33,12,2026-02-26T09:13:17Z
2026,401810686,2026-02-24,IND,PHI,1,114,41,27,13,2026-02-26T09:13:17Z
2026,401810685,2026-02-23,HOU,UTAH,1,125,53,34,18,2026-02-26T09:13:17Z
2026,401810685,2026-02-23,UTAH,HOU,0,105,36,23,8,2026-02-26T09:13:17Z
2026,401810686,2026-02-24,PHI,IND,0,135,44,29,8,2026-02-26T09:13:17Z
2026,401810688,2026-02-24,DAL,BKN,0,123,44,26,8,2026-02-26T09:13:18Z
2026,401810688,2026-02-24,BKN,DAL,1,114,28,29,13,2026-02-26T09:13:18Z
2026,401810689,2026-02-24,OKC,TOR,0,116,49,26,16,2026-02-26T09:13:18Z
2026,401810689,2026-02-24,TOR,OKC,1,107,34,30,18,2026-02-26T09:13:18Z
2026,401810690,2026-02-24,NY,CLE,0,94,44,23,10,2026-02-26T09:13:18Z
2026,401810690,2026-02-24,CLE,NY,1,109,44,23,13,2026-02-26T09:13:18Z
2026,401810694,2026-02-24,PHX,BOS,1,81,34,18,12,2026-02-26T09:13:19Z
2026,401810694,2026-02-24,BOS,PHX,0,97,61,24,13,2026-02-26T09:13:19Z
2026,401810693,2026-02-24,NO,GS,1,113,53,20,10,2026-02-26T09:13:19Z
2026,401810693,2026-02-24,GS,NO,0,109,59,26,11,2026-02-26T09:13:19Z
2026,401810692,2026-02-24,MIA,MIL,0,117,51,32,16,2026-02-26T09:13:19Z
2026,401810691,2026-02-24,CHI,CHA,1,99,33,18,16,2026-02-26T09:13:19Z
2026,401810691,2026-02-24,CHA,CHI,0,131,46,31,25,2026-02-26T09:13:19Z
2026,401810692,2026-02-24,MIL,MIA,1,128,46,25,16,2026-02-26T09:13:19Z
2026,401810695,2026-02-24,ORL,LAL,0,110,47,26,7,2026-02-26T09:13:20Z
2026,401810695,2026-02-24,LAL,ORL,1,109,39,24,9,2026-02-26T09:13:20Z
2026,401810696,2026-02-24,MIN,POR,0,124,41,26,17,2026-02-26T09:13:20Z
2026,401810696,2026-02-24,POR,MIN,1,121,44,27,14,2026-02-26T09:13:20Z
2026,401810697,2026-02-25,OKC,DET,0,116,37,28,18,2026-02-26T09:13:20Z
2026,401810697,2026-02-25,DET,OKC,1,124,52,29,9,2026-02-26T09:13:20Z
2026,401810700,2026-02-25,HOU,SAC,1,128,44,29,17,2026-02-26T09:13:21Z
2026,401810701,2026-02-25,MIL,CLE,1,118,36,28,19,2026-02-26T09:13:21Z
2026,401810701,2026-02-25,CLE,MIL,0,116,44,28,12,2026-02-26T09:13:21Z
2026,401810700,2026-02-25,SAC,HOU,0,97,43,22,7,2026-02-26T09:13:21Z
2026,401810699,2026-02-25,MEM,GS,1,112,34,30,17,2026-02-26T09:13:21Z
2026,401810699,2026-02-25,GS,MEM,0,133,48,37,19,2026-02-26T09:13:21Z
2026,401810698,2026-02-25,TOR,SA,1,107,50,17,8,2026-02-26T09:13:21Z
2026,401810698,2026-02-25,SA,TOR,0,110,40,28,17,2026-02-26T09:13:21Z
2026,401810702,2026-02-25,BOS,DEN,0,84,48,18,12,2026-02-26T09:13:22Z
2026,401810702,2026-02-25,DEN,BOS,1,103,54,28,15,2026-02-26T09:13:22Z
2026,401810703,2026-02-26,CHA,IND,0,113,46,7,0,2026-02-26T09:13:22Z
2026,401810703,2026-02-26,IND,CHA,1,119,42,2,0,2026-02-26T09:13:22Z
2026,401810704,2026-02-26,MIA,PHI,0,117,47,5,0,2026-02-26T09:13:22Z
2026,401810704,2026-02-26,PHI,MIA,1,115,43,5,0,2026-02-26T09:13:22Z
2026,401810708,2026-02-26,CHI,POR,1,120,44,0,0,2026-02-26T09:13:23Z
2026,401810708,2026-02-26,POR,CHI,0,118,45,5,0,2026-02-26T09:13:23Z
2026,401810707,2026-02-26,ORL,HOU,1,114,43,6,0,2026-02-26T09:13:23Z
2026,401810707,2026-02-26,HOU,ORL,0,109,48,6,0,2026-02-26T09:13:23Z
2026,401810706,2026-02-26,BKN,SA,1,114,40,2,0,2026-02-26T09:13:23Z
2026,401810706,2026-02-26,SA,BKN,0,111,46,10,0,2026-02-26T09:13:23Z
2026,401810705,2026-02-26,ATL,WSH,1,118,42,5,0,2026-02-26T09:13:23Z
2026,401810705,2026-02-26,WSH,ATL,0,122,43,4,0,2026-02-26T09:13:23Z
2026,401810709,2026-02-26,SAC,DAL,0,121,41,1,0,2026-02-26T09:13:24Z
2026,401810709,2026-02-26,DAL,SAC,1,117,44,2,0,2026-02-26T09:13:24Z
2026,401810710,2026-02-26,LAL,PHX,0,115,40,5,0,2026-02-26T09:13:24Z
2026,401810710,2026-02-26,PHX,LAL,1,111,43,3,0,2026-02-26T09:13:24Z
2026,401810711,2026-02-26,NO,UTAH,0,120,43,5,0,2026-02-26T09:13:24Z
2026,401810711,2026-02-26,UTAH,NO,1,125,44,3,0,2026-02-26T09:13:24Z
2026,401810712,2026-02-26,MIN,LAC,0,115,44,6,0,2026-02-26T09:13:24Z
2026,401810712,2026-02-26,LAC,MIN,1,112,40,5,0,2026-02-26T09:13:24Z
2026,401836747,2025-12-11,BOS,MIL,0,101,39,18,14,2026-02-26T09:13:25Z
2026,401836747,2025-12-11,MIL,BOS,1,116,40,28,13,2026-02-26T09:13:25Z
2026,401836746,2025-12-11,LAC,HOU,0,113,28,25,14,2026-02-26T09:13:25Z
2026,401836746,2025-12-11,HOU,LAC,1,115,51,26,12,2026-02-26T09:13:25Z
2026,401836748,2025-12-11,POR,NO,0,120,41,27,14,2026-02-26T09:13:26Z
2026,401836748,2025-12-11,NO,POR,1,143,57,36,12,2026-02-26T09:13:26Z
2026,401836749,2025-12-11,DEN,SAC,0,136,46,35,12,2026-02-26T09:13:26Z
2026,401836749,2025-12-11,SAC,DEN,1,105,38,21,11,2026-02-26T09:13:26Z
2026,401836750,2025-12-12,CHI,CHA,0,129,44,29,10,2026-02-26T09:13:27Z
2026,401836750,2025-12-12,CHA,CHI,1,126,32,30,16,2026-02-26T09:13:27Z
2026,401836751,2025-12-12,ATL,DET,0,115,37,28,11,2026-02-26T09:13:27Z
2026,401836751,2025-12-12,DET,ATL,1,142,40,34,12,2026-02-26T09:13:27Z
2026,401836752,2025-12-12,IND,PHI,0,105,46,26,13,2026-02-26T09:13:28Z
2026,401836752,2025-12-12,PHI,IND,1,115,50,22,12,2026-02-26T09:13:28Z
2026,401836753,2025-12-12,CLE,WSH,0,130,48,28,15,2026-02-26T09:13:28Z
2026,401836753,2025-12-12,WSH,CLE,1,126,49,29,16,2026-02-26T09:13:28Z
2026,401836795,2025-12-12,DAL,BKN,1,119,40,33,10,2026-02-26T09:13:29Z
2026,401836795,2025-12-12,BKN,DAL,0,111,43,26,17,2026-02-26T09:13:29Z
2026,401836754,2025-12-12,MEM,UTAH,1,126,49,32,19,2026-02-26T09:13:29Z
2026,401836754,2025-12-12,UTAH,MEM,0,130,58,33,17,2026-02-26T09:13:29Z
2026,401836796,2025-12-12,MIN,GS,0,127,44,30,11,2026-02-26T09:13:30Z
2026,401836796,2025-12-12,GS,MIN,1,120,42,27,15,2026-02-26T09:13:30Z
2026,401836797,2025-12-14,WSH,IND,0,108,56,19,10,2026-02-26T09:13:30Z
2026,401836797,2025-12-14,IND,WSH,1,89,41,20,10,2026-02-26T09:13:30Z
2026,401836798,2025-12-14,PHI,ATL,0,117,54,25,17,2026-02-26T09:13:31Z
2026,401836798,2025-12-14,ATL,PHI,1,120,57,33,17,2026-02-26T09:13:31Z
2026,401836799,2025-12-14,CHA,CLE,0,119,53,28,17,2026-02-26T09:13:31Z
2026,401836799,2025-12-14,CLE,CHA,1,111,46,27,12,2026-02-26T09:13:31Z
2026,401836801,2025-12-14,MIN,SAC,1,117,48,25,12,2026-02-26T09:13:32Z
2026,401836802,2025-12-14,GS,POR,0,131,36,34,24,2026-02-26T09:13:32Z
2026,401836802,2025-12-14,POR,GS,1,136,43,30,20,2026-02-26T09:13:32Z
2026,401836801,2025-12-14,SAC,MIN,0,103,36,21,10,2026-02-26T09:13:32Z
2026,401836800,2025-12-14,MIL,BKN,0,82,37,20,8,2026-02-26T09:13:32Z
2026,401836800,2025-12-14,BKN,MIL,1,127,43,33,19,2026-02-26T09:13:32Z
2026,401836803,2025-12-15,DET,BOS,0,112,39,21,13,2026-02-26T09:13:33Z
2026,401836803,2025-12-15,BOS,DET,1,105,37,16,10,2026-02-26T09:13:33Z
2026,401836804,2025-12-14,NO,CHI,0,114,53,21,8,2026-02-26T09:13:33Z
2026,401836804,2025-12-14,CHI,NO,1,104,43,26,13,2026-02-26T09:13:33Z
2026,401836805,2025-12-15,DAL,UTAH,0,133,54,24,9,2026-02-26T09:13:33Z
2026,401836805,2025-12-15,UTAH,DAL,1,140,47,33,13,2026-02-26T09:13:33Z
2026,401838140,2026-02-15,WORLD,STARS,0,35,16,12,5,2026-02-26T09:13:34Z
2026,401836807,2025-12-15,LAC,MEM,1,103,39,26,13,2026-02-26T09:13:34Z
2026,401838140,2026-02-15,STARS,WORLD,1,37,19,13,5,2026-02-26T09:13:34Z
2026,401836806,2025-12-15,DEN,HOU,1,128,38,24,15,2026-02-26T09:13:34Z
2026,401836806,2025-12-15,HOU,DEN,0,125,46,29,12,2026-02-26T09:13:34Z
2026,401836807,2025-12-15,MEM,LAC,0,121,32,33,16,2026-02-26T09:13:34Z
2026,401838141,2026-02-15,STARS,STRIPES,0,40,17,10,3,2026-02-26T09:13:35Z
2026,401838141,2026-02-15,STRIPES,STARS,1,42,12,10,8,2026-02-26T09:13:35Z
2026,401838142,2026-02-15,WORLD,STRIPES,0,45,13,10,6,2026-02-26T09:13:35Z
2026,401838142,2026-02-15,STRIPES,WORLD,1,48,8,8,9,2026-02-26T09:13:35Z
2026,401839023,2025-12-15,MIA,TOR,1,96,45,20,9,2026-02-26T09:13:36Z
2026,401839023,2025-12-15,TOR,MIA,0,106,45,33,16,2026-02-26T09:13:36Z
2026,401838143,2026-02-15,STRIPES,STARS,1,21,12,5,4,2026-02-26T09:13:36Z
2026,401838143,2026-02-15,STARS,STRIPES,0,47,23,8,6,2026-02-26T09:13:36Z
2026,401839699,2025-12-14,LAL,PHX,0,116,54,20,7,2026-02-26T09:13:37Z
2026,401839699,2025-12-14,PHX,LAL,1,114,37,29,13,2026-02-26T09:13:37Z
2026,401850920,2026-01-29,MIA,CHI,0,116,49,29,12,2026-02-26T09:13:37Z
2026,401850920,2026-01-29,CHI,MIA,1,113,52,25,15,2026-02-26T09:13:37Z
2026,401857824,2026-01-25,GS,MIN,0,111,45,31,16,2026-02-26T09:13:38Z
2026,401857824,2026-01-25,MIN,GS,1,85,50,16,13,2026-02-26T09:13:38Z
